Profit,Trades,Profit Factor,Expected Payoff,DD %,LAP0100,BrkOutPip0100,ChanFactor0100,AnalysisMin0100,HourEnd0100
52.04,57,6.8,0.91,0.05,160,120,40,1380,10
52.04,57,6.8,0.91,0.05,160,120,40,1380,8
52.04,57,6.8,0.91,0.05,160,120,40,1380,7
52.04,57,6.8,0.91,0.05,160,120,40,1380,11
50.78,57,6.65,0.89,0.0488,80,100,20,1380,4
50.78,58,5.8,0.88,0.0488,100,20,100,1260,4
63.56,82,3.03,0.78,0.0611,20,120,20,1020,9
51.22,57,6.7,0.9,0.0493,160,20,80,1260,7
51.22,57,6.7,0.9,0.0493,160,40,40,1320,9
51.22,57,6.7,0.9,0.0493,160,40,40,1320,11
51.22,57,6.7,0.9,0.0493,160,40,40,1320,10
50.7,63,3.76,0.8,0.0488,80,20,20,1260,8
50.69,66,3.66,0.77,0.0488,60,100,20,1380,8
51.1,61,5.9,0.84,0.0492,120,60,60,1140,8
51.1,61,5.9,0.84,0.0492,120,60,60,1140,9
51.08,59,5.9,0.87,0.0492,140,20,180,1320,11
50.66,63,3.73,0.8,0.0488,80,20,20,1320,9
50.61,63,5.23,0.8,0.0488,200,40,120,600,14
50.58,70,5.13,0.72,0.0488,20,100,80,1140,4
52.64,62,4.73,0.85,0.0508,120,60,20,1320,11
50.56,70,4.91,0.72,0.0488,80,40,160,480,8
56.67,79,4.66,0.72,0.0547,20,180,180,1320,8
50.54,69,5.15,0.73,0.0488,40,80,200,1200,5
56.72,81,3.98,0.7,0.0548,20,100,60,1440,9
50.92,59,5.81,0.86,0.0492,140,200,20,1320,9
50.92,59,5.81,0.86,0.0492,140,20,200,1320,10
50.92,59,5.81,0.86,0.0492,140,20,200,1320,9
50.92,59,5.81,0.86,0.0492,140,200,20,1320,11
50.49,60,5.23,0.84,0.0488,140,140,20,1200,12
50.98,57,6.68,0.89,0.0493,120,40,40,1320,5
50.44,64,6.62,0.79,0.0488,140,180,160,480,8
50.44,63,6.62,0.8,0.0488,140,200,140,420,5
50.43,67,4.4,0.75,0.0488,80,40,120,780,10
50.74,59,6.65,0.86,0.0491,80,180,20,1380,5
51.04,58,5.87,0.88,0.0494,120,60,20,960,6
52.17,73,2.8,0.71,0.0505,40,40,40,780,8
50.41,69,5,0.73,0.0488,180,180,100,300,7
50.41,64,6.61,0.79,0.0488,160,160,120,420,7
50.4,69,5.01,0.73,0.0488,140,180,100,360,8
50.33,60,5.2,0.84,0.0488,60,80,20,1020,4
51.46,64,5.22,0.8,0.0499,20,20,200,1020,3
50.3,63,6.6,0.8,0.0488,80,100,160,1080,8
52.03,69,3.11,0.75,0.0505,140,40,20,360,8
52.03,69,3.11,0.75,0.0505,140,20,40,360,8
50.97,66,5.13,0.77,0.0495,80,40,140,960,9
50.2,68,5.41,0.74,0.0488,60,80,140,420,4
50.3,70,4.54,0.72,0.0489,80,80,160,480,8
50.19,73,4.18,0.69,0.0488,100,140,120,420,9
50.48,59,6.62,0.86,0.0491,80,20,180,1320,5
50.17,64,6.59,0.78,0.0488,80,60,200,720,6
50.17,64,6.59,0.78,0.0488,80,120,200,720,7
50.17,64,6.59,0.78,0.0488,80,120,200,720,6
60.74,74,3.26,0.82,0.0591,140,40,40,1320,20
50.46,67,4.17,0.75,0.0491,60,60,80,720,8
55.49,76,2.88,0.73,0.054,20,40,40,1320,5
55.49,76,2.88,0.73,0.054,20,20,80,1320,5
55.49,79,2.66,0.7,0.054,20,40,40,1320,8
62.27,80,3.36,0.78,0.0606,20,40,80,1140,8
50.08,64,6.58,0.78,0.0488,100,180,200,600,7
50.48,72,4.11,0.7,0.0492,80,200,180,420,6
50.48,72,4.11,0.7,0.0492,80,200,180,420,5
50.04,68,5.22,0.74,0.0488,160,140,100,360,8
62.22,80,3.36,0.78,0.0607,20,160,20,1200,8
62.22,80,3.36,0.78,0.0607,20,40,80,1200,8
49.98,64,6.57,0.78,0.0488,100,160,120,540,5
49.97,63,6.56,0.79,0.0488,80,120,180,1320,9
49.97,63,6.56,0.79,0.0488,80,180,80,1320,9
49.97,63,6.56,0.79,0.0488,80,140,200,1320,9
49.97,63,6.56,0.79,0.0488,80,180,200,1260,8
49.97,63,6.56,0.79,0.0488,80,140,100,1260,8
50.48,57,6.62,0.89,0.0493,120,80,20,1020,5
61.94,94,2.56,0.66,0.0605,20,40,80,1140,10
50.35,72,3.33,0.7,0.0492,80,60,80,480,9
61.91,94,2.56,0.66,0.0605,20,160,20,1200,10
61.91,94,2.56,0.66,0.0605,20,40,80,1200,10
50.14,59,5.17,0.85,0.049,140,40,40,840,7
49.89,69,4.89,0.72,0.0488,100,160,120,540,9
57.04,79,2.87,0.72,0.0558,100,20,100,660,13
59.27,81,4.65,0.73,0.058,80,200,180,420,9
49.86,57,6.14,0.87,0.0488,100,20,20,780,3
49.85,66,3.72,0.76,0.0488,140,140,20,840,15
50.03,70,4.72,0.71,0.049,80,120,60,480,8
50.08,62,4.23,0.81,0.0491,80,40,20,1380,8
50.18,57,6.59,0.88,0.0492,140,20,100,1080,4
50.18,57,6.59,0.88,0.0492,140,20,100,1080,5
50.18,57,6.59,0.88,0.0492,140,20,100,1080,6
50.18,57,6.59,0.88,0.0492,140,100,20,1080,6
52.39,82,3.56,0.64,0.0514,20,100,140,840,8
50.24,59,6.59,0.85,0.0493,120,20,180,1380,7
53.54,69,4.44,0.78,0.0526,100,200,20,480,8
49.77,61,5.3,0.82,0.0489,140,160,20,1020,11
52.07,65,3.91,0.8,0.0512,140,20,60,780,13
49.58,68,5.18,0.73,0.0488,100,80,180,480,7
49.52,66,3.67,0.75,0.0488,140,40,60,600,11
50.02,57,6.57,0.88,0.0493,160,100,20,1320,10
50.02,57,6.57,0.88,0.0493,160,100,20,1320,8
50.02,57,6.57,0.88,0.0493,160,100,20,1260,7
49.51,70,4.72,0.71,0.0488,60,60,180,660,9
49.5,63,6.51,0.79,0.0488,160,160,120,420,6
51.22,61,4.76,0.84,0.0505,200,100,20,660,11
50,61,5.73,0.82,0.0493,120,200,20,1200,8
49.59,67,3.35,0.74,0.0489,60,60,20,1260,8
50.19,79,3.83,0.64,0.0495,20,180,40,840,5
49.48,72,4.32,0.69,0.0488,80,40,180,480,9
61.39,78,3.51,0.79,0.0606,20,40,80,1140,7
61.39,78,3.51,0.79,0.0606,20,40,80,1140,6
61.39,78,3.51,0.79,0.0606,20,160,20,1140,6
60.55,73,2.95,0.83,0.0598,140,20,20,1200,18
51.72,68,3.49,0.76,0.0511,140,20,140,420,9
49.78,58,6.54,0.86,0.0492,200,20,200,1440,17
49.37,67,3.36,0.74,0.0488,60,60,20,1020,8
49.57,61,4.64,0.81,0.049,120,80,20,1020,8
49.57,61,4.64,0.81,0.049,120,20,80,1020,8
63.42,79,3.66,0.8,0.0627,20,160,20,1320,8
49.33,68,4.77,0.73,0.0488,60,100,200,720,9
49.17,63,6.48,0.78,0.0487,200,200,160,840,20
51.46,64,4.73,0.8,0.051,120,200,20,780,11
49.24,62,4.22,0.79,0.0488,100,20,100,1260,9
50.34,71,3.2,0.71,0.0499,40,120,20,1200,9
49.52,59,6.51,0.84,0.0491,80,120,40,1320,5
49.41,63,6.5,0.78,0.049,80,200,180,1020,7
57.44,69,3.45,0.83,0.057,120,60,20,420,8
50.07,64,4.68,0.78,0.0497,120,160,20,1020,11
50,58,5.73,0.86,0.0497,100,40,40,780,4
51.5,62,4.51,0.83,0.0512,120,60,20,960,10
49.35,57,6.5,0.87,0.0491,140,140,20,840,5
49.14,63,6.47,0.78,0.0489,80,180,100,660,5
49.91,58,5.81,0.86,0.0497,140,80,20,960,7
49.91,58,5.81,0.86,0.0497,140,40,40,1080,7
49.91,58,5.81,0.86,0.0497,140,40,40,1020,7
49.39,59,5.08,0.84,0.0492,100,20,100,1440,5
49.39,59,5.08,0.84,0.0492,100,20,100,1440,6
49.39,59,5.08,0.84,0.0492,100,100,20,1440,5
49.89,57,6.56,0.88,0.0497,160,140,20,1020,7
49.89,57,6.56,0.88,0.0497,160,120,20,1080,8
49.89,57,6.56,0.88,0.0497,160,120,20,1020,7
49.89,57,6.56,0.88,0.0497,160,120,20,1200,7
50.37,68,3.81,0.74,0.0502,80,60,80,480,5
49.23,59,5.8,0.83,0.0491,140,160,20,1200,8
49.23,59,5.8,0.83,0.0491,140,160,20,1020,8
49.23,59,5.8,0.83,0.0491,140,160,20,1200,9
49.23,59,5.8,0.83,0.0491,140,40,80,1140,9
49.23,59,5.8,0.83,0.0491,140,160,20,1200,11
49.23,59,5.8,0.83,0.0491,140,20,160,1200,8
49.17,62,4.17,0.79,0.0491,80,20,40,1320,8
49.17,62,4.17,0.79,0.0491,80,40,20,1320,8
48.86,69,3.53,0.71,0.0488,120,20,180,420,8
49.06,62,6.46,0.79,0.049,80,100,200,1320,8
49.06,62,6.46,0.79,0.049,80,120,80,1320,8
49.16,62,6.47,0.79,0.0491,100,180,200,1080,8
49.16,62,6.47,0.79,0.0491,100,140,180,1200,8
52.26,70,3.23,0.75,0.0522,20,20,40,1200,4
49.24,70,4.46,0.7,0.0492,80,140,60,480,8
49.34,61,5.53,0.81,0.0493,120,120,40,1380,10
48.82,70,3.56,0.7,0.0488,40,200,20,1020,7
48.82,67,4.88,0.73,0.0488,60,100,180,780,8
49.28,59,6.49,0.84,0.0493,120,200,20,1320,7
48.78,62,6.43,0.79,0.0488,100,200,180,420,4
48.94,64,4.49,0.76,0.049,120,20,180,1380,14
48.94,64,4.49,0.76,0.049,120,20,180,1380,13
53.23,84,2.43,0.63,0.0533,140,40,40,840,19
48.9,68,4.81,0.72,0.049,80,80,120,1260,11
48.98,65,5.37,0.75,0.0491,80,140,80,1020,10
48.98,68,4.81,0.72,0.0491,100,160,120,540,8
59.82,76,3.58,0.79,0.06,20,160,20,1260,5
48.62,65,5.46,0.75,0.0488,160,120,80,420,8
48.61,72,3.99,0.68,0.0488,80,120,100,420,5
49.8,61,4.5,0.82,0.05,100,60,20,840,6
62.43,77,3.86,0.81,0.0627,20,160,20,1320,7
62.43,77,3.86,0.81,0.0627,20,160,20,1320,6
48.58,62,6.41,0.78,0.0488,140,180,160,480,6
48.56,68,4.51,0.71,0.0488,60,120,200,720,9
60.37,78,3.47,0.77,0.0607,20,40,80,1200,7
60.37,78,3.47,0.77,0.0607,20,160,20,1200,6
60.37,78,3.47,0.77,0.0607,20,160,20,1200,7
60.37,78,3.47,0.77,0.0607,20,40,80,1200,6
48.81,65,5.35,0.75,0.0491,80,140,80,1140,10
51.99,70,3.2,0.74,0.0523,20,40,20,1020,4
48.5,67,4.07,0.72,0.0488,60,80,60,1020,9
49.69,58,5.85,0.86,0.05,140,20,100,1260,7
53.36,76,2.7,0.7,0.0537,40,80,20,720,9
48.46,60,3.96,0.81,0.0488,100,20,20,1440,7
48.64,58,6.42,0.84,0.049,140,20,180,600,5
48.43,67,4.71,0.72,0.0488,60,100,200,720,8
49.72,63,3.96,0.79,0.0501,100,20,40,840,8
58.58,72,3.31,0.81,0.0591,140,40,40,1320,18
48.96,79,3.71,0.62,0.0494,20,160,40,840,5
54.11,81,2.56,0.67,0.0546,20,40,40,1320,9
54.11,81,2.56,0.67,0.0546,20,20,80,1320,9
56.38,68,3.85,0.83,0.0569,80,120,20,1140,11
61.98,94,2.59,0.66,0.0626,20,160,20,1320,10
48.31,62,4.04,0.78,0.0488,100,120,20,1140,8
48.31,68,4.43,0.71,0.0488,60,180,140,720,9
50.48,69,3.32,0.73,0.051,80,120,20,480,7
48.87,57,6.44,0.86,0.0494,100,20,160,1200,3
48.24,65,3.59,0.74,0.0488,60,80,20,1020,5
48.83,69,4.44,0.71,0.0494,80,80,160,480,7
48.21,68,4.42,0.71,0.0488,60,180,140,780,9
50.57,63,4.07,0.8,0.0512,20,20,20,1080,3
48.36,61,5.08,0.79,0.049,140,180,20,1020,11
49.24,60,5.73,0.82,0.0499,120,180,20,1200,7
55.95,79,2.6,0.71,0.0567,80,20,60,480,10
48.24,71,4.12,0.68,0.0489,40,100,160,1080,9
61.85,94,2.63,0.66,0.0627,20,180,20,1200,10
48.82,76,4,0.64,0.0495,60,180,40,960,11
48.22,71,4.12,0.68,0.0489,40,80,200,1200,8
48.22,71,4.12,0.68,0.0489,40,100,160,1200,9
48.12,70,4.26,0.69,0.0488,40,80,180,480,4
53.22,77,2.73,0.69,0.054,20,20,80,1320,7
53.22,77,2.73,0.69,0.054,20,40,40,1320,6
53.22,77,2.73,0.69,0.054,20,20,80,1320,6
53.22,77,2.73,0.69,0.054,20,40,40,1320,7
48.09,65,5.2,0.74,0.0488,160,120,100,420,8
48.57,61,6.41,0.8,0.0493,100,200,180,1380,8
50.04,56,6.57,0.89,0.0508,160,120,40,1380,3
50.04,56,6.57,0.89,0.0508,160,120,40,1380,4
48.85,68,3.61,0.72,0.0496,140,180,20,720,14
48.55,70,4.62,0.69,0.0493,20,180,40,1080,4
48.2,67,3.44,0.72,0.049,140,40,60,480,10
48,66,4.9,0.73,0.0488,80,200,80,840,9
48.48,62,6.4,0.78,0.0493,80,200,40,1080,7
48.48,62,6.4,0.78,0.0493,80,100,160,1080,7
48.48,57,6.4,0.85,0.0493,80,140,20,1140,3
48.48,57,6.4,0.85,0.0493,80,120,20,1200,3
61.64,94,2.62,0.66,0.0627,20,20,180,1260,10
49.11,57,6.47,0.86,0.05,140,40,80,1440,5
49.99,62,4.37,0.81,0.0509,200,100,20,660,13
58.73,82,4.61,0.72,0.0598,20,180,200,1080,9
48.22,58,6.37,0.83,0.0491,80,200,20,1020,4
49.59,59,5.31,0.84,0.0505,140,20,100,1440,12
48.39,57,6.39,0.85,0.0493,80,120,20,1440,4
48.47,62,4.76,0.78,0.0494,140,160,20,1020,12
47.88,65,4.09,0.74,0.0488,100,200,20,1260,11
47.58,77,2.92,0.62,0.0485,140,120,40,960,20
50.51,59,5.33,0.86,0.0515,120,60,20,1440,7
48.32,62,6.38,0.78,0.0493,80,120,200,1200,7
48.32,62,6.38,0.78,0.0493,80,200,80,1200,7
48.32,61,6.38,0.79,0.0493,200,200,180,1380,21
48.32,61,6.38,0.79,0.0493,200,200,60,1440,21
48.32,61,6.38,0.79,0.0493,200,200,180,1440,21
48.31,62,6.38,0.78,0.0493,80,80,80,1440,8
48.31,62,6.38,0.78,0.0493,80,160,80,1440,8
58.59,78,3.12,0.75,0.0598,80,140,20,540,10
49.17,89,2.72,0.55,0.0502,80,140,100,360,8
47.96,70,4.23,0.69,0.049,20,180,80,1140,4
47.74,66,4.79,0.72,0.0488,60,100,180,780,6
47.74,66,4.79,0.72,0.0488,60,100,180,780,5
47.74,66,4.79,0.72,0.0488,60,100,180,780,7
48.89,57,6.44,0.86,0.05,160,160,20,1200,11
48.89,57,6.44,0.86,0.05,160,20,160,1200,7
48.89,57,6.44,0.86,0.05,160,20,160,1200,10
48.89,57,6.44,0.86,0.05,160,20,160,1200,8
48.89,57,6.44,0.86,0.05,160,20,160,1200,11
48.89,57,6.44,0.86,0.05,160,20,160,1200,13
48.89,57,6.44,0.86,0.05,160,20,160,1200,6
48.89,57,6.44,0.86,0.05,160,20,160,1200,5
48.16,68,4.7,0.71,0.0493,140,100,100,360,7
48.84,57,6.44,0.86,0.05,140,20,180,1320,6
48.25,61,6.37,0.79,0.0494,100,200,200,1440,8
48.25,61,6.37,0.79,0.0494,100,200,180,1440,8
48.15,62,6.36,0.78,0.0493,80,140,100,1260,7
48.15,62,6.36,0.78,0.0493,80,100,160,1260,7
47.66,67,4.44,0.71,0.0488,60,120,200,720,8
48.39,57,6.39,0.85,0.0496,120,140,20,1140,3
47.9,58,6.33,0.83,0.0491,80,20,180,1200,4
47.57,64,5.36,0.74,0.0488,160,120,80,420,7
54.67,77,4.53,0.71,0.0561,20,180,180,1320,7
68.31,79,3.75,0.86,0.0701,80,140,20,1020,14
47.94,59,5.6,0.81,0.0492,140,20,180,1140,11
47.84,59,5.57,0.81,0.0491,60,60,60,480,3
48.22,59,5.57,0.82,0.0495,80,20,180,480,3
48.1,61,6.36,0.79,0.0494,100,160,200,1080,7
48.1,61,6.36,0.79,0.0494,100,180,200,1080,7
48,57,6.35,0.84,0.0493,80,120,20,1320,4
49.55,68,3.74,0.73,0.0509,80,20,180,480,6
48.07,61,6.35,0.79,0.0494,100,180,200,1320,8
48.07,67,4.95,0.72,0.0494,140,40,200,360,6
48.63,86,3.2,0.57,0.05,20,160,40,720,7
48.63,86,3.2,0.57,0.05,20,160,40,720,6
48.72,58,5.65,0.84,0.0501,140,40,60,1440,8
51.23,94,2.88,0.54,0.0527,20,160,40,1320,10
53.25,69,3.32,0.77,0.0548,100,60,20,420,6
